Id,title,abstract_processed,authors
9475,STATISTICS-BASED PREDICTIONS OF CORONAVIRUS EPIDEMIC SPREADING IN MAINLAND CHINA,"abstractbackground. the epidemic outbreak caused by coronavirus covid-19 is of great interest to researches because of the high rate of the infection spread and the significant number of fatalities. a detailed scientific analysis of the phenomenon is yet to come, but the public is already interested in the questions of the epidemic duration, the expected number of patients and deaths. long-time predictions require complicated mathematical models that need a lot of effort to identify and calculate unknown parameters. this article will present some preliminary estimates.objective. since the long-time data are available only for mainland china, we will try to predict the epidemic characteristics only in this area. we will estimate some of the epidemic characteristics and present the dependencies for victim numbers, infected and removed persons versus time. methods. in this study we use the known sir model for the dynamics of an epidemic, the known exact solution of the linear differential equations and statistical approach developed before for investigation of the children disease, which occurred in chernivtsi (ukraine) in 1988-1989. results. the optimal values of the sir model parameters were identified with the use of statistical approach. the numbers of infected, susceptible and removed persons versus time were predicted and compared with the new data obtained after february 10, 2020, when the calculations were completed. conclusions. the simple mathematical model was used to predict the characteristics of the epidemic caused by coronavirus in mainland china. unfortunately, the number of coronavirus victims is expected to be much higher than that predicted on february 10, 2020, since 12289 new cases (not previously included in official counts) have been added two days later. further research should focus on updating the predictions with the use of up-to-date data and using more complicated mathematical models.",I Nesteruk
931,Forecasting the Wuhan coronavirus (2019-nCoV) epidemics using a simple (simplistic) model,"abstractconfirmed infection cases in mainland china were analyzed using the data up to january 28, 2020 (first 13 days of reliable confirmed cases). for the first period the cumulative number of cases followed an exponential function. however, from january 28, we discerned a downward deviation from the exponential growth. this slower-than-exponential growth was also confirmed by a steady decline of the effective reproduction number. a backtrend analysis suggested the original basic reproduction number r0 to be about 2.4 to 2.5. as data become available, we subsequently analyzed them during three consecutive periods obtaining a sequence of model predictions. all available data up were processed the same way. we used a simple logistic growth model that fitted very well with all data. using this model and the three sets of data, we estimated maximum cases as about 21,000, 28,000 and 35,000 cases refining these predictions in near-real time. with slightly different approach (linearization in time) the estimate of maximum cases was even higher (about 65,000). although the estimates of maximum cases increase as more data were reported all models show reaching a peak in mid-february in contrast to the unconfined exponential growth. these predictions do not account for any possible other secondary sources of infection.",Slav W Hermanowicz
590,Title: Modelling the coronavirus disease (COVID-19) outbreak on the Diamond Princess ship using,"abstractthe novel coronavirus disease 2019 (covid-19) outbreak on the diamond princess ship has caused over 634 cases as of february 20, 2020. we model the transmission process on the ship with a stochastic model and estimate the basic reproduction number at 2.2 (95%ci: 2.1−2.4). we estimate a large dispersion parameter than other coronaviruses, which implies that the virus is difficult to go extinction. the epidemic doubling time is at 4.6 days (95%ci: 3.0−9.3), and thus timely actions were crucial. the lesson learnt on the ship is generally applicable in other settings.","Shi Zhao, Peihua Cao, Daozhou Gao, Zian Zhuang, Marc Kc Chong, Yongli Cai, Jinjun Ran, Kai Wang, Yijun Lou, Weiming Wang, Lin Yang, Daihai He, Maggie H Wang"
452,Long-Term Persistence of IgG Antibodies in SARS-CoV Infected Healthcare Workers 2 3,"abstract23 background 24 the ongoing worldwide outbreak of the 2019-ncov is markedly similar to the severe acute 25 respiratory syndrome (sars) outbreak 17 years ago. during the 2002-2003 sars outbreak, 26 healthcare workers formed a special population of patients. although virus-specific igg play 27 important roles in virus neutralization and prevention against future infection, limited information is 28 available regarding the long term persistence of igg after infection with sars-like coronavirus.29methodsa long-term prospective cohort study followed 34 sars-cov-infected healthcare workers from a 31 hospital with clustered infected cases during the 2002-2003 sars outbreak in guangzhou, china, 32 with a 13-year follow-up. serum samples were collected annually from 2003-2015. twenty 33 sars-cov-infected and 40 non-infected healthcare workers were enrolled in 2015, and their serum 34 samples were collected. all sera were tested for igg antibodies with elisa using whole virus and a 35 recombinant nucleocapsid protein of sars-cov, as a diagnostic antigen.36resultsanti sars-cov igg was found to persist for up to 12 years. igg titers typically peaked in 2004,declining rapidly from 2004-2006, and then continued to decline at a slower rate. igg titers in 39 . cc-by-nd 4.0 international license it is made available under a is the author/funder, who has granted medrxiv a license to display the preprint in perpetuity. (which was not peer-reviewed) the copyright holder for this preprint .  doi: medrxiv preprint sars-cov-infected healthcare workers remained at a significantly high level until 2015. patients 40 treated with corticosteroids at the time of infection were found to have lower igg titers than those 41 without. 42 conclusions 43 igg antibodies against sars-cov can persist for at least 12 years. the presence of sars-cov igg 44 might provide protection against sars-cov and other betacoronavirus. this study provides valuable 45 information regarding humoral immune responses against sars-cov and the 2019-ncov.46 47","Xiaoqin Guo, Zhongmin Guo, Chaohui Duan, Zeliang Chen, Guoling Wang, Yi Lu,  Mengfeng, Li , Jiahai Lu, Jiahai Lu "
421,From a single host to global spread. The global mobility based modelling of the COVID-19 pandemic implies higher infection and lower detection rates than current estimates,"abstractmedrxiv preprint 0·001. also, the higher the testing rate per country, the lower the discrepancy between data (diagnosed cases) and model.parameters that successfully reproduce the observed number of cases indicate that both r 0 and the prevalence of the virus might be underestimated. this is in concordance with the newest research on undocumented covid-19 cases. consequently, the actual mortality rate is putatively lower than estimated. confirmation of the pandemic characteristic by further refinement of the model and screening tests is crucial for developing an effective strategy for the global epidemiological crisis.","Marlena M Siwiak, Pawel Szczesny, Marian P Siwiak"
391,Transmission Dynamics of 2019-nCoV in Malaysia,"abstractthis paper focuses on the formulation of a deterministic 2019-ncov transmission model by considering the exposed and recovered populations with immunity. the scenario of the simulation is depicted based on the patient zero in malaysia. the transmission model is found to be able to predict the next confirmed case given a single case introduced in a fully susceptible population. the mathematical model is developed based on the seir model which has susceptible, exposed, infectious and recovered populations. the system of equations which were obtained were solved numerically and the simulation results were analyzed. the analysis includes the impact of the disease if no control is taken.","J 1 Labadin, Hong B H , Mohd Musa, Kota Samarahan, Malaysia Sarawak, Ljane@unimas My"
422,Scientometric Trends for Coronaviruses and Other Emerging Viral Infections,"abstractcovid-19 is the most rapidly expanding coronavirus outbreak in the past two decades. to provide a swift response to a novel outbreak, prior knowledge from similar outbreaks is essential. here, we study the volume of research conducted on previous coronavirus outbreaks, specifically sars and mers, relative to other infectious diseases by analyzing over 45 million papers from the last 20 years. our results demonstrate that previous coronavirus outbreaks have been understudied compared to other viruses. we also show that the research volume of emerging infectious diseases is very high after an outbreak and drops drastically upon the containment of the disease. this can yield inadequate research and limited investment in gaining a full understanding of novel coronavirus management and prevention. independent of the outcome of the current covid-19 outbreak, we believe that measures should be taken to encourage sustained research in the field.","Dima Kagan, Jacob Moran-Gilad, Michael Fire"
305,Machine Learning the Phenomenology of COVID-19 From Early Infection Dynamics,"abstractwe present a data-driven machine learning analysis of covid-19 from its early infection dynamics, with the goal of extracting actionable public health insights. we focus on the transmission dynamics in the usa starting from the first confirmed infection on january 21 2020. we find that covid-19 has a strong infectious force if left unchecked, with a doubling time of under 3 days. however it is not particularly virulent. our methods may be of general interest.",Malik Magdon-Ismail
776,MATHEMATICAL PREDICTIONS FOR COVID-19 AS A GLOBAL PANDEMIC,"abstractthis study shows that the disease free equilibrium ( ) for covid-19 coronavirus does not satisfy the criteria for a locally or globally asymptotic stability. this implies that as a pandemic as declared by who (2020) the covid-19 coronavirus does not have a curative vaccine yet and precautionary measures are advised through quarantine and observatory procedures. also, the basic reproductive number ( 0 < 1) by equation (33) shows that there is a chance of decline of secondary infections when the ratio between the incidence rate in the population and the total number of infected population quarantined with observatory procedure.the effort to evaluate the disease equilibrium shows that unless there is a dedicated effort from government, decision makers and stakeholders, the world would hardly be reed of the covid-19 coronavirus and further spread is eminent and the rate of infection will continue to increase despite the increased rate of recovery because of the absence of vaccine at the moment.",Victor Alexander Okhuese
45,Predicting the cumulative number of cases for the COVID-19 epidemic in China from early data,"abstractwe model the covid-19 coronavirus epidemic in china. we use early reported case data to predict the cumulative number of reported cases to a final size. the key features of our model are the timing of implementation of major public policies restricting social movement, the identification and isolation of unreported cases, and the impact of asymptomatic infectious cases.","Z Liu, P Magal, O Seydi, G Webb"
5640,Acyclic nucleoside phosphonates containing the amide bond: hydroxy derivatives,"abstractto study the influence of a linker rigidity and changes in donor-acceptor properties, three series of nucleotide analogs containing a p-x-hn-c(o)-residue (x=ch(oh)ch 2 , ch(oh)ch 2 ch 2 , ch 2 ch(oh)ch 2 ) as a replacement for the p-ch 2 -o-chr-fragment in acyclic nucleoside phosphonates, e.g., adefovir, cidofovir, were synthesized. edc proved to provide good yields of the analogs from the respective ω-amino-1-or -2-hydroxyalkylphosphonates and nucleobase-derived acetic acids. new phosphorus-nucleobase linkers are characterized by two fragments of the restricted rotation within amide bonds and in four-atom units (p-ch(oh)-ch 2 -n, p-ch(oh)-ch 2 -c and p-ch 2 -ch(oh)-c) in which antiperiplanar disposition of p and n/c atoms was deduced from 1 h and 13 c nmr spectral data. the synthesized analogs p-x-hnc(o)-ch 2 b x=ch(oh)ch 2 , ch(oh)ch 2 ch 2 , ch 2 ch(oh)ch 2 ] appeared inactive in antiviral assays on a wide variety of dna and rna viruses at concentrations up to 100 μm, while two phosphonates showed cytostatic activity towards myeloid leukemia (k-562) and multiple myeloma cells (mm.1s) with ic 50 of 28.8 and 40.7 μm, respectively. graphical abstract 586 cm −1 ; 1 h nmr (600 mhz, cd 3 od): δ = 8.01 (s, 1h, hc = cbr), 4.45 (s, 2h, c(o)ch 2 ), 4.23-4.16 (m, 4h, 2 × poch 2 ch 3 ,), 3.96 (ddd, j h1-h2b = 10.7 hz, j h1-p = 7.4 hz, j h1-h2a = 3.1 hz, 1h, pch) 3.48 (ddd, j h3a-h3b = 13.5 hz, j h3a-h2a = 8.2 hz, j h2a-p = 7.0 hz, 1h, pccc h a h b ), 3.41 (ddd, j h3a-h3b = 13.5 hz, j h3b-h2a = 7.3 hz, j h3b-h2b = 4.9 hz, 1h, pccch a h b ), 1.99 (ddddd, j h2a-h2b = 14.0 hz, j h2a-h3a = 8.2 hz, j h2a-h3b = 7.3 hz, j h2a-p = 6.7 hz, j h2a-h1 = 3.1 hz, 1h, pcch a h b ), 1.86 (ddddd, j h2a-h2b = 14.0 hz, j h2b-h1 = 10.7 hz, j h2b-p = 9.5 hz, j h2b-h3a = 7.0 hz, j h2b-h3b = 4.9 hz, 1h, pcch a h b ) 1.36 (t, j = 7.1 hz, 6h, 2 × poch 2 ch 3 ) ppm; 13 c nmr (151 mhz, cd 3 od): δ = 167.95, 160.77, 150.89, 145.86, 95.13, 64.35 (d, j = 167.4 hz, pc), 62.90 and 62.56 (2 × d, j = 7.1 hz, 2 × poc), 49.99, 35.68 (d, j = 16.1 hz, pccc), 30.78 (d, j = 3.0 hz, pcc), 15.42 and 15.38 (2 × d, ch a h b ), 4.31-4.14 (m, 4h, 2 × poch 2 ch 3 ), 4.08 (ddd, j h1-h2b = 9.2 hz, j h1-p = 8.2 hz, j h1-h2a = 3.6 hz, 1h, pchch 2 ), 3.73 (ddd, j h2a-h2b = 14.0 hz, j h2a-p = 7.2 hz, j h2a-h1 = 3.6 hz, 1h, pcch a h b ), 3.38 (ddd ~ dt, j h2b-h2a = 14.0 hz, j h2b-h1 = 9.2 hz, j h2b-p = 8.5 hz, 1h, pcch a h b ), 1.92 (d, j = 1.1 hz, 3h, hc = cch 3 ), 1.39 (t, j = 7.0 hz, 6h, 2 × poch 2 ch 3 ) ppm; 13 c nmr (151 mhz, cd 3 od): δ = 168.45, 165.54, 151.72, 142.17, 109.78, 65.84 (d, j = 164.3 hz, pc), 63.04 and 62.73 (2 × d, j = 6.9 hz, 2 × poc), 49.56, 41.11 (d, j = 8.6 hz, pcc), 15.40 and 15.36 (2 × d, j = 5.1 hz, 2 × pocc), 10.78 ppm; 31 p nmr (81 mhz, cd 3 od): δ = 23.74 ppm.","Iwona E Głowacka, Dorota G Piotrowska, Graciela Andrei, Dominique Schols, · Robert Snoeck, Andrzej E Wróblewski"
651,Modelling the situation of COVID-19 and effects of different containment strategies in China with dynamic differential equations and parameters estimation,"abstractthis paper proposed a quarantine-susceptible-exposed-infectious-resistant (qseir) model which considers the unprecedented strict quarantine measures in almost the whole of china to resist the epidemic. we estimated model parameters from published information with the statistical method and stochastic simulation, we found the parameters that achieved the best simulation test result. the next stage involved quantitative predictions of future epidemic developments based on different containment strategies with the qseir model, focused on the sensitivity of the outcomes to different parameter choices in mainland china. the main results are as follows. if the strict quarantine measures are being retained, the peak value of confirmed cases would be in the range of 438, 64090] and the peak date would be expected in the range february 7 to february 19, 2020. during march18-30, 2020, the epidemic would be controlled. the end date would be in the period from august 20 to september 1, 2020. with 80% probability, our prediction on the peak date was 4 days ahead of the real date, the prediction error of the peak value is 0.43%, both estimates are much closer to the observed values compared with published studies.the sensitive analysis indicated that the quarantine measures (or with vaccination) are the most all rights reserved. no reuse allowed without permission. author/funder, who has granted medrxiv a license to display the preprint in perpetuity. : medrxiv preprint 2 effective containment strategy to control the epidemic, followed by measures to increase the cured rate (like finding special medicine). the long-term simulation result and sensitive analysis in mainland china showed that the qseir model is stable and can be empirically validated. it is suggested that the qseir model can be applied to predict the development trend of the epidemic in other regions or countries in the world. in mainland china, the quarantine measures can't be relaxed before the end of march 2020. china can fully resume production with appropriate antiepidemic measures beginning in early april 2020. the results of this study also implied that other countries now facing the epidemic outbreaks should act more decisively and take in time quarantine measures though it may have negative short-term public and economic consequences.","Xiuli Liu, Geoffrey Hewings, Shouyang Wang, Minghui Qin, Xin Xiang, Shan Zheng, Xuefeng Li"
5623,"Corrigendum Corrigendum to ""A Rare Cause of Childhood Cerebellitis-Influenza Infection: A Case Report and Systematic Review of Literature""","abstracti) ""csf cultures were bacteriologically sterile. polymerase chain reaction pcr] assays of csf for inuenza virus, herpes simplex virus 1 and 2, adenovirus, enterovirus, cytomegalovirus, human herpesvirus-6, epstein-barr virus, and varicella zoster virus were all negative"" should be corrected to ""multiplex polymerase chain reaction pcr] assays of csf for herpes simplex virus 1 and 2, adenovirus, enterovirus, cytomegalovirus, human herpesvirus-6 and -7, epstein-barr virus, varicella zoster virus, parechovirus, parvovirus b19 (neuro 9 detection, fast track diagnostic, malta) and in uenza virus type a and b, parain uenza virus, adenovirus, respiratory syncytial virus, human metapneumovirus, human bocavirus, human coronavirus, enterovirus, and rhinovirus (allplex respiratory panel assays, seegene, south korea) were all negative."" (ii) ""serologic tests of his blood showed negative results for epstein-barr virus, herpes simplex virus, varicella-zoster virus, cytomegalovirus, measles, mumps, rubella, and mycoplasma pneumoniae. respiratory viruses such as adenovirus, rhinovirus, respiratory syncytial virus, parain uenza virus, human bocavirus, human metapneumovirus, and coronavirus were not detected in the nasopharyngeal swab specimen by multiplex pcr. however, we identi ed in uenza a h1n1 virus on the third day of the onset of the symptoms, which was when we started treatment with oseltamivir as 4 mg/kg orally twice a day. e patient was diagnosed with in uenzaassociated cerebellitis based on the clinical ndings"" should be corrected to ""serologic tests of his blood showed negative results for epstein-barr virus, herpes simplex virus, varicella zoster virus, cytomegalovirus (vidas ® , biomerieux, france), measles, mumps, rubella, and mycoplasma pneumoniae (diesse chorus elisa, italy). respiratory viruses including adenovirus, rhinovirus, respiratory syncytial virus, parain uenza virus, human bocavirus, human metapneumovirus, and coronavirus were not detected in the nasopharyngeal swab specimen by multiplex pcr (allplex respiratory panel assays, seegene, south korea).""","Ş Ule Gökçe, Zafer Kurugol, Aslı Aslan, Candan Çiçek"
557,Title: Risk for Transportation of 2019 Novel Coronavirus (COVID-19) from Wuhan to Cities in China,"abstracton january 23, 2020, china quarantined wuhan to contain an emerging coronavirus . we estimated the probability of transportation of covid-19 from wuhan to 369 cities in china before the quarantine. the expected risk is >50% in 130 (95% ci 89-190) cities and >99% in the 4 largest metropolitan areas of china.","Zhanwei Du, Lin Wang, Simon Cauchemez, Xiaoke Xu, Xianwen Wang, Benjamin J Cowling, Lauren Ancel Meyers"
799,"Preliminary epidemiological analysis on children and adolescents with novel coronavirus disease 2019 outside Hubei Province, China: an observational study utilizing crowdsourced data","abstractthe outbreak of coronavirus disease 2019 continues to expand across the world.though both the number of cases and mortality rate in children and adolescents is reported to be low in comparison to adults, limited data has been reported on the outbreak with respect to pediatric patients. to elucidate information, we utilized crowdsourced data to perform a preliminary epidemiologic analysis of pediatric patients with covid-19in this observational study, data was collected from two open-access, line list crowdsourced online databases. pediatric cases of covid-19 were defined as patients ≤19 years of age with a laboratory confirmed diagnosis. the primary outcomes were case counts and cumulative case counts.secondary outcomes included days between symptoms onset and first medical care and days between first medical care and reporting. tertiary outcomes were rate of travel to wuhan, rate of infected family members and rates of symptoms.a total of 82 patients were included. the median age was 10 iqr: 5-15] years. patients from mainland china (outside hubei) accounted for 46.3% of cases, while the remaining 53.7% of cases were international. males and females accounted for 52.4% and 32.9% of cases, respectively, with the remaining 14.6% being designated as unknown. a male skew persisted across subgroup analyses by age group (p=1.0) and location (inside/outside china) (p=0.22). while the number of reported international cases has been steadily increasing over the study period, the number of reported cases in china rapidly decreased from the start point. the median reporting delay was 3iqr: 2-4.8] days. the median delay between symptom onset and first seeking medical care was . cc-by-nc-nd 4.0 international license it is made available under a author/funder, who has granted medrxiv a license to display the preprint in perpetuity.is the (which was not peer-reviewed) the copyright holder for this preprint .","Brandon Michael Henry, Maria Helena Santos De Oliveira"
829,Risk Assessment of Novel Coronavirus COVID-19 Outbreaks Outside China,"abstractwe developed a computational tool to assess the risks of novel coronavirus outbreaks outside of china. we estimate the dependence of the risk of a major outbreak in a country from imported cases on key parameters such as: (i) the evolution of the cumulative number of cases in mainland china outside the closed areas; (ii) the connectivity of the destination country with china, including baseline travel frequencies, the effect of travel restrictions, and the efficacy of entry screening at destination; and (iii) the efficacy of control measures in the destination country (expressed by the local reproduction number r loc ). we found that in countries with low connectivity to china but with relatively high r loc , the most beneficial control measure to reduce the risk of outbreaks is a further reduction in their importation number either by entry screening or travel restrictions. countries with high connectivity but low r loc benefit the most from policies that further reduce r loc . countries in the middle should consider a combination of such policies. risk assessments were illustrated for selected groups of countries from america, asia, and europe. we investigated how their risks depend on those parameters, and how the risk is increasing in time as the number of cases in china is growing.","Péter Boldog, Tamás Tekeli, Zsolt Vizi, Attila Dénes, Ferenc A Bartha, Gergely Röst"
12429,"Review Article Radix Bupleuri: A Review of Traditional Uses, Botany, Phytochemistry, Pharmacology, and Toxicology","abstractradix bupleuri (chaihu) has been used as a traditional medicine for more than 2000 years in china, japan, korea, and other asian countries. phytochemical studies demonstrated that this plant contains essential oils, triterpenoid saponins, polyacetylenes, flavonoids, lignans, fatty acids, and sterols. crude extracts and pure compounds isolated from radix bupleuri exhibited various biological activities, such as anti-inflammatory, anticancer, antipyretic, antimicrobial, antiviral, hepatoprotective, neuroprotective, and immunomodulatory effects. however, radix bupleuri could also lead to hepatotoxicity, particularly in high doses and with long-term use. pharmacokinetic studies have demonstrated that the major bioactive compounds (saikosaponins a, b 2 , c, and d) were absorbed rapidly in rats after oral administration of the extract of radix bupleuri. this review aims to comprehensively summarize the traditional uses, botany, phytochemistry, pharmacology, toxicology, and pharmacokinetics of radix bupleuri reported to date with an emphasis on its biological properties and mechanisms of action.","Fude Yang, Xiaoxv Dong, Xingbin Yin, Wenping Wang, Longtai You, Jian Ni"
2826,"Genetic, Transcriptome, Proteomic, and Epidemiological Evidence for Blood- Brain Barrier Disruption and Polymicrobial Brain Invasion as Determinant Factors in Alzheimer's Disease","abstractdiverse pathogens are detected in alzheimer's disease (ad) brains. a bioinformatics survey showed that ad genome-wide association study (gwas) genes (localized in bone marrow, immune locations and microglia) relate to multiple host/pathogen interactomes (candida albicans, cryptococcus neoformans, bornavirus, borrelia burgdorferri, cytomegalovirus, ebola virus, hsv-1, herv-w, hiv-1, epstein-barr, hepatitis c, influenza, chlamydia pneumoniae, porphyrymonas gingivalis, helicobacter pylori, toxoplasma gondii, trypanosoma cruzi). these interactomes also relate to the ad hippocampal transcriptome and to plaque or tangle proteins. upregulated ad hippocampal genes match those upregulated by multiple bacteria, viruses, fungi, or protozoa in immunocompetent cells. ad genes are enriched in gwas datasets reflecting pathogen diversity, suggesting selection for pathogen resistance, as supported by the old age of ad patients, implying resistance to earlier infections. apoe4 is concentrated in regions of high parasitic burden and protects against childhood tropical infections and hepatitis c. immune/inflammatory gain of function applies to apoe4, cr1, and trem2 variants. ad genes are also expressed in the blood-brain barrier (bbb), which is disrupted by ad risk factors (age, alcohol, aluminum, concussion, cerebral hypoperfusion, diabetes, homocysteine, hypercholesterolemia, hypertension, obesity, pesticides, pollution, physical inactivity, sleep disruption, smoking) and by pathogens, directly or via olfactory routes to basal-forebrain bbb control centers. the bbb benefits from statins, nsaids, estrogen, melatonin, memantine, and the mediterranean diet. polymicrobial involvement is supported by upregulation of bacterial, viral, and fungal sensors/defenders in the ad brain, blood, or cerebrospinal fluid. ad serum amyloid-␤ autoantibodies may attenuate its antimicrobial effects favoring microbial survival and cerebral invasion leading to activation of neurodestructive immune/inflammatory processes, which may also be augmented by age-related immunosenescence. ad may thus respond to antibiotic, antifungal, or antiviral therapy. association of ad with spirochetal (odds ratio (or) = 10.61) or chlamydia pneumoniae (c. pneumoniae) infection (or = 5.66)  and association of herpes simplex (hsv-1) infection with ad, which is augmented by possession of the apoe4 allele (or = 2.71)  . periodontitis has also been associated with ad (meta-analysis or = 1.69 for all periodontitis, and 2.98 for severe periodontitis)  and is associated with increased amyloid-␤ (a␤) load",Chris J Carter
2838,SUPPLEMENTARY DATA Alu RNA regulates the cellular pool of active ribosomes by targeted delivery of SRP9/14 to 40S subunits,"abstractvectors for expression of h9/14, h9/14a5, h9-3a/14 were described in (1,2).plasmids encoding the eukaryotic translation initiation factors eif1, 1a, 4a, 4b, 4g, 5, 5b and escherichia coli met-trna synthetase were described in (3). pgl3r-βglo, pgl3r-βact, pgl3r-l1, pgl3r-hcv, pgl3r-emcv, pgl3r-crpv were the kind gift of dr. sergey dmitriev (4). pcr fragments amplified from these constructs and containing the firefly luciferase orf fused to 5ʼ-utrs of β-globin, β-actin, line-1, hcv ires or crpv ires under the control of sp6 promoter was inserted to puc18 plasmid digested by hindiii and ecori to generate pucβglo, pucβact and pucl1, and by psti and ecori to generate puchcv and puccrpv. vectors for in vivo expression of monocistronic mrnas containing firefly luciferase orf fused to 5ʼ-utrs of β-globin, β-actin and line-1 were prepared by insertion of pcr fragment containing respective 5ʼ-utrs to pgl3r-emcv digested by aflii and ncoi to remove upstream renilla luciferase orf and emcv ires. plasmid pcrpv-vhlm was constructed by insertion of t7 promoter, crpv ires nucleotides 6028 to 6216 followed by a short orf encoding val-his-leu-met tripeptide, uaa stop codon and 100 nt random sequence taken from β-glucuronidase (gus) gene, into the puc18 vector. plasmids pscaluyb8, pscaluyf2, pscaluyj4 were obtained from the plasmids pscalu/α-feto and psscalu/ldl (1) using quick change protocol. psalu110 and psalu151 contained the alu portion of 7sl rna gene (nucleotides 1-74; 271-299 and 1-99; 251-299, respectively) with a closing loop gatt following position 74 or 99, preceded by the t7 promoter.32 p]-mvhl-stop mrna synthesis 32 p]-utp was added to the transcription reaction. preprolactin and mvhl-stop mrnas were synthesized with sp6 rna polymerase from plasmids psp-bp4 (8) and mvhl-stop (9) linearized with ecori and xhoi. capped and uncapped rnas encoding firefly luciferase fused to various 5ʼ-utrs were synthesized with sp6 rna polymerase from plasmids pucβglo, pucβact, pucl1, pucchv and puccrpv linearized with ecori. hcv-nsʼ and crpv-vhlm mrnas were synthesized with t7 rna polymerase from plasmids pxl.hcv(40-373).nsʼ (10) and pcrpv-vhlm linearized with ecori and sspi, respectively. the mrnas were purified by licl precipitation, g50 sepharose chromatography, ethanol precipitation, and resuspended in water. non-coding aluy a , scaluy a , scaluy l , and 4.5s rnas were synthesized with t7 rna polymerase from plasmids ppalu, ppscalu/a feto, psscalu/ldl and ps4.5s (1) linearized with sspi, spei, spei and andreev, d.e., dmitriev, s.e., terenin, i.m., prassolov, v.s., merrick, w.c. and shatsky, i.n. (2009) differential contribution of the m7g-cap to the 5' end-dependent translation initiation of mammalian mrnas. nucleic acids res., 37, 6135-6147. 5. dewannieux, m., esnault, c. and heidmann, t. (2003) line-mediated retrotransposition of marked alu sequences. nat. genet., 35, 41-48. 6. gurevich, v.v., pokrovskaya, i.d., obukhova, t.a. and zozulya, s.a. (1991) preparative in vitro mrna synthesis using sp6 and t7 rna polymerases. anal. biochem., 195, 207-213. 7. milligan, j.f. and uhlenbeck, o.c. (1989) synthesis of small rnas using t7 rna polymerase. methods enzymol., 180, 51-62. 8. siegel, v. and walter, p. (1988) each of the activities of signal recognition particle (srp) is contained within a distinct domain: analysis of biochemical mutants of srp. cell, 52, 39-49. 9. alkalaeva, e.z., pisarev, a.v., frolova, l.y., kisselev, l.l. and pestova, t.v. (2006) in vitro reconstitution of eukaryotic translation reveals cooperativity between release factors erf1 and erf3. cell, 125, 1125-1136.","Elena Ivanova, Audrey Berger, Anne Scherrer, Elena Alkalaeva, Katharina Strub"
11218,MINI REVIEW Reservoirs of Porcine Circoviruses: A Mini Review,"abstractporcine circovirus (pcv) is one of the smallest known dna viruses in mammals. at present, pcvs are divided into three species, pcv1, pcv2, and pcv3. pcv1 and pcv2 were found in the 1970s and the 1990s, respectively, whereas pcv3 was discovered recently in 2016. pcv1 does not cause diseases in pigs. however, pcv3, similar to pcv2, is reported to be associated with several swine diseases, including porcine dermatitis and nephropathy syndrome (pdns) and reproductive failure. pcvs are very common in domestic pigs as well as wild boars. however, pcvs have been occasionally isolated from non-porcine animals, including ruminants (such as cattle, goats, wild chamois, and roe deers), rodents (such as nmri mice, balb/c mice, black c57 mice, icr mice, mus musculus, and rattus rattus), canines (such as dogs, minks, foxes, and raccoon dogs), insects (such as flies, mosquitoes, and ticks), and shellfish. moreover, pcvs are frequently reported in biological products, including human vaccines, animal vaccines, porcine-derived commercial pepsin products, and many cell lines. pcvs are also abundant in the environment, including water samples and air samples. interestingly, pcv1 and/or pcv2 antibody or antigen has also been detected in sera, stool samples and respiratory swab samples of human, revealing zoonotic potential of pcvs. thus, pcvs inhabit many types of reservoirs. in this review, we summarize the reservoirs of pcvs, and this information would be helpful in understanding the natural circulating status and possible cross-species transmission of pcvs.","Jesus Hernandez, Lorenzo Fraile, Shao-Lun Zhai, Yan-Wei Sun, Yun Xi, Shou-Sheng Lu, Wen-Kang Wei, Dian-Hong Lv, Xiao-Hui Wen, Qi Zhai, Qin-Ling Chen"
8763,"Important roles of dietary taurine, creatine, carnosine, anserine and 4-hydroxyproline in human nutrition and health","abstracttaurine (a sulfur-containing β-amino acid), creatine (a metabolite of arginine, glycine and methionine), carnosine (a dipeptide; β-alanyl-l-histidine), and 4-hydroxyproline (an imino acid; also often referred to as an amino acid) were discovered in cattle, and the discovery of anserine (a methylated product of carnosine; β-alanyl-1-methyl-l-histidine) also originated with cattle. these five nutrients are highly abundant in beef, and have important physiological roles in anti-oxidative and antiinflammatory reactions, as well as neurological, muscular, retinal, immunological and cardiovascular function. of particular note, taurine, carnosine, anserine, and creatine are absent from plants, and hydroxyproline is negligible in many plant-source foods. consumption of 30 g dry beef can fully meet daily physiological needs of the healthy 70-kg adult human for taurine and carnosine, and can also provide large amounts of creatine, anserine and 4-hydroxyproline to improve human nutrition and health, including metabolic, retinal, immunological, muscular, cartilage, neurological, and cardiovascular health. the present review provides the public with the much-needed knowledge of nutritionally and physiologically significant amino acids, dipeptides and creatine in animal-source foods (including beef). dietary taurine, creatine, carnosine, anserine and 4-hydroxyproline are beneficial for preventing and treating obesity, cardiovascular dysfunction, and ageing-related disorders, as well as inhibiting tumorigenesis, improving skin and bone health, ameliorating neurological abnormalities, and promoting well being in infants, children and adults. furthermore, these nutrients may promote the immunological defense of humans against infections by bacteria, fungi, parasites, and viruses (including coronavirus) through enhancing the metabolism and functions of monocytes, macrophages, and other cells of the immune system. red meat (including beef) is a functional food for optimizing human growth, development and health.",Guoyao Wu
